StockCode,avg_daily_sales,on_hand_units,on_order_units,lead_time_days,reorder_point
37474,1.5,21,57,8,12
37475,1.7313432835820894,24,33,7,12
37476,3.073529411764706,55,34,9,27
37477B,1.375,35,2,7,9
37477C,6.0,132,58,13,78
37479B,41.766666666666666,459,69,19,793
37479P,5.483870967741935,120,47,7,38
37481,6.0,168,63,6,36
37482B,139.0,1668,18,16,2224
37482P,9.808823529411764,186,66,9,88
37482b,1.0,11,81,10,10
37482p,1.0,22,72,5,5
37483,17.875,500,75,18,321
37484,1.0,26,4,16,16
37485,3.2666666666666666,75,66,15,49
37487B,34.0,714,10,10,340
37488A,6.2,130,93,14,86
37489A,2.0,40,67,7,14
37489B,2.235294117647059,35,68,8,17
37489C,2.25,29,0,10,22
37489D,2.3,64,90,12,27
37491A,1.5,15,91,19,28
37491B,1.75,21,62,13,22
37491C,5.8,127,28,10,58
37491D,2.0,48,81,11,22
37492A,9.818181818181818,108,11,19,186
37492B,11.926829268292684,238,76,18,214
37492C,10.083333333333334,131,40,9,90
37492D,16.40909090909091,459,1,18,295
37494A,7.181818181818182,186,36,16,114
37494a,4.0,48,44,19,76
37495,6.695278969957082,180,79,13,87
37500,4.136150234741784,70,47,8,33
37501,3.4855072463768115,97,23,14,48
37502,8.346153846153847,116,98,15,125
37503,13.694444444444445,219,21,10,136
37506,1.2307692307692308,20,99,9,11
37508,2.225,31,10,5,11
37509,2.0,52,57,9,18
40001,22.581818181818182,316,45,17,383
40002,78.0,1014,28,9,702
40003,20.17543859649123,564,34,18,363
40005B,2.5384615384615383,27,14,13,33
40016,79.5618556701031,1591,59,5,397
40018E,6.295081967213115,138,94,19,119
40018F,13.481481481481481,323,41,9,121
40046A,6.339285714285714,133,42,19,120
40046C,1.0,20,79,11,11
44089A,3.6363636363636362,58,73,15,54
44089C,4.533333333333333,63,48,10,45
44091A,3.0,78,63,10,30
44091C,3.588235294117647,104,31,16,57
44092B,2.5,45,63,11,27
44092C,2.3,52,1,10,23
44217M,72.0,1512,23,9,648
44228,16.0,240,86,14,224
44230,7.886363636363637,205,65,9,70
44234,22.462962962962962,628,37,13,292
44235,37.09090909090909,1038,30,18,667
44236,5.333333333333333,133,25,12,64
44241C,10.0,210,28,18,180
44242A,7.0,147,66,16,112
44242B,12.11111111111111,351,77,19,230
44265,2.0,30,24,14,28
45008C,2.6774193548387095,34,47,18,48
45013,6.0,90,64,8,48
45014,1.0,20,52,8,8
45016,4.590909090909091,45,66,14,64
46000M,10.531380753138075,252,89,9,94
46000P,5.071428571428571,101,17,17,86
46000R,4.189655172413793,117,8,17,71
46000S,13.09811320754717,353,37,7,91
46000U,5.229166666666667,135,86,19,99
46037A,3.0,84,20,12,36
46115B,13.619047619047619,313,64,11,149
46118,6.016129032258065,162,20,9,54
46126A,7.204545454545454,201,26,14,100
46137D,11.25,270,69,7,78
46138B,2.84,68,43,19,53
46138D,1.0,13,99,9,9
46307,2.04,32,27,7,14
46775A,5.533333333333333,121,44,14,77
46775B,1.25,15,16,9,11
46775D,2.095890410958904,52,39,5,10
46775E,3.4827586206896552,62,2,10,34
46776A,4.142857142857143,70,75,14,58
46776B,3.5371900826446283,102,75,8,28
46776C,3.1463414634146343,69,65,8,25
46776D,2.4285714285714284,63,45,12,29
46776E,3.014705882352941,78,85,6,18
46776F,4.162393162393163,108,86,8,33
46776a,5.0,50,29,19,95
46776b,1.0,17,68,6,6
46776e,1.0,28,8,5,5
46776f,7.0,105,84,14,98
47013A,5.64,67,10,17,95
47013C,5.653846153846154,79,68,17,96
47016,6.2,136,98,7,43
47021G,11.5,276,90,16,184
47310M,5.366906474820144,123,65,12,64
47341A,4.142857142857143,103,87,10,41
47341B,3.4285714285714284,92,30,16,54
47343A,9.090909090909092,181,32,11,100
47344B,5.4,64,38,6,32
47347B,21.818181818181817,414,93,10,218
47348A,6.4375,122,45,18,115
47351B,7.0,175,36,12,84
47367B,2.781609195402299,58,91,12,33
47369A,2.0869565217391304,22,59,8,16
47369B,2.0,36,30,10,20
47420,11.933333333333334,143,10,18,214
47421,22.166666666666668,532,86,9,199
47422,18.983870967741936,227,1,13,246
47469,43.57142857142857,1220,26,12,522
47471,7.133333333333334,192,98,6,42
47480,13.0,221,1,16,208
47481,7.409090909090909,192,20,17,125
47502,9.846153846153847,167,57,11,108
47503A,20.23404255319149,323,4,11,222
47503E,273.68,4378,51,15,4105
47503F,256.7,3080,44,18,4620
47503G,10.142857142857142,101,84,18,182
47503H,2.909090909090909,37,92,16,46
47503J,5.359375,75,19,5,26
47503J ,1.0,10,60,5,5
47503K,88.25,2118,37,16,1412
47504E,102.02325581395348,1428,19,8,816
47504F,65.875,1449,24,9,592
47504G,6.487804878048781,110,1,19,123
47504H,9.26126126126126,157,31,8,74
47504J,1.6666666666666667,23,25,11,18
47504K,11.848214285714286,213,69,7,82
47505,8.773809523809524,87,40,11,96
47518F,27.363636363636363,355,66,17,465
47518f,1.0,12,96,12,12
47552A,1.3333333333333333,14,0,10,13
47554,1.0,17,50,10,10
47556,1.0,18,4,12,12
47556B,22.81140350877193,250,12,12,273
47556b,1.0,23,18,11,11
47559B,13.185567010309278,303,11,10,131
47559b,3.7560975609756095,48,47,10,37
47562,3.0588235294117645,45,24,14,42
47563A,2.7222222222222223,54,56,15,40
47563B,1.3333333333333333,16,34,17,22
47566,52.125693160813306,886,75,17,886
47566B,16.158774373259053,193,93,10,161
47566b,3.6551724137931036,84,4,12,43
47567B,9.025,198,97,5,45
47567b,1.5,33,21,9,13
47568,14.275449101796408,157,76,7,99
47569,1.0,22,56,16,16
47570,3.5483870967741935,99,46,12,42
47570B,5.86144578313253,87,53,15,87
47570b,1.0,25,2,10,10
47574A,5.96875,65,52,18,107
47574B,2.130434782608696,36,83,6,12
47578A,4.873015873015873,126,30,19,92
47579,4.021739130434782,44,68,17,68
47580,6.517647058823529,123,87,11,71
47581B,1.393939393939394,34,32,11,15
47583A,11.833333333333334,177,71,17,201
47583B,5.4,59,87,9,48
47585A,9.186440677966102,101,49,12,110
47586A,7.6923076923076925,169,83,18,138
47587A,112.75,2706,15,9,1014
47589,2.9047619047619047,31,75,5,14
47590A,13.5,216,76,13,175
47590B,13.56501182033097,162,38,8,108
47590a,1.0,17,88,17,17
47590b,1.4444444444444444,33,45,6,8
47591A,2.629032258064516,42,95,8,21
47591B,5.697297297297298,91,87,18,102
47591C,10.00952380952381,100,46,17,170
47591D,20.10706638115632,522,43,13,261
47591b,2.6666666666666665,48,8,6,16
47591c,1.3333333333333333,29,86,8,10
47591d,4.865384615384615,136,49,6,29
47592A,4.355263157894737,121,76,9,39
47592B,2.68,69,59,7,18
47593A,3.8354430379746836,72,95,14,53
47593B,9.038610038610038,171,14,6,54
47593a,1.0,13,35,18,18
47593b,6.0,102,62,13,78
47594A,3.909090909090909,113,68,9,35
47594B,4.121212121212121,119,85,14,57
47594a,1.0,27,79,9,9
47597,3.7011494252873565,85,40,5,18
47598,5.111111111111111,138,73,10,51
47599A,22.26492537313433,512,23,17,378
47599B,15.182608695652174,440,81,11,167
48103,3.5,84,48,5,17
48111,11.26790450928382,146,17,13,146
48116,11.583892617449665,254,6,12,139
48129,8.959885386819485,152,3,16,143
48138,19.378846153846155,523,89,18,348
48173A,1.0,21,68,18,18
48173C,13.151612903225807,302,59,12,157
48173c,2.5,27,54,11,27
48175,19.5,526,15,9,175
48179,3.4,37,98,7,23
48184,11.252983293556087,225,89,19,213
48185,14.830434782608696,266,81,16,237
48187,14.896130346232178,312,28,18,268
48188,12.556701030927835,326,22,13,163
48189,7.421348314606742,178,13,18,133
48194,14.688212927756654,381,78,11,161
48195,4.138461538461539,111,48,15,62
48197,7.070866141732283,106,32,14,98
51008,40.06153846153846,1041,24,14,560
51012C,9.0,243,20,12,108
51012L,2.0,34,16,18,36
51014A,27.680497925311204,498,22,10,276
51014C,20.92156862745098,313,56,16,334
51014L,19.463276836158194,272,80,18,350
51014c,1.0,21,57,15,15
51020A,27.72340425531915,554,13,18,499
51020B,19.017543859649123,190,92,9,171
62018,88.58333333333333,1771,19,19,1683
62043B,5.4,151,29,12,64
62074B,3.4545454545454546,62,18,7,24
62086A,5.136363636363637,56,52,16,82
62094B,4.919354838709677,103,55,17,83
62095B,15.368421052631579,199,76,17,261
62096A,5.1066666666666665,66,81,11,56
62096B,3.7794117647058822,102,22,6,22
62097A,1.0,24,61,7,7
62097B,2.75,77,32,19,52
70006,27.7375,610,17,17,471
70007,9.746268656716419,272,72,16,155
71028B,44.90909090909091,1167,32,19,853
71038,5.690476190476191,85,31,6,34
71050,6.375,159,60,9,57
71053,12.259640102827763,257,53,11,134
71101A,6.0,168,16,15,90
71101E,16.53191489361702,231,18,14,231
71143,4.532467532467533,117,90,15,67
71215,16.09090909090909,160,69,15,241
71270,4.805194805194805,91,98,15,72
71279,3.8552631578947367,92,33,19,73
71403,2.75,55,83,14,38
71406C,6.0,132,24,19,114
71434B,1.0,14,67,19,19
71459,74.46726862302484,744,73,19,1414
71477,42.50422535211268,892,73,17,722
71495A,11.25,225,87,18,202
71495B,17.294117647058822,449,84,5,86
71496A,14.352941176470589,186,10,17,244
71496B,2.5,60,90,14,35
71510,11.0625,199,15,13,143
72008,27.67391304347826,802,89,5,138
72023F,16.842105263157894,471,60,5,84
72024U,20.0,560,93,18,360
72038P,116.66666666666667,2450,79,19,2216
72045D,179.66666666666666,2515,6,16,2874
72051S,6.0,114,15,14,84
72083A,4.8,124,98,12,57
72084B,2.0,28,15,10,20
72122,5.689320388349515,142,39,10,56
72127,6.203389830508475,99,11,16,99
72128,9.153846153846153,164,34,13,119
72129,4.111111111111111,49,20,19,78
72130,14.20754716981132,340,49,8,113
72131,15.26530612244898,381,42,12,183
72132,21.96,592,99,8,175
72133,3.5161290322580645,80,16,18,63
72134,12.555555555555555,150,31,6,75
72140E,7.785714285714286,163,40,15,116
72140F,13.461538461538462,242,5,19,255
72225C,52.054054054054056,832,87,12,624
72225D,87.45454545454545,1574,26,16,1399
72232,59.695238095238096,1313,19,11,656
72267,11.041666666666666,298,24,8,88
72349B,9.128440366972477,127,65,13,118
72349b,2.7945205479452055,61,8,19,53
72351A,12.594594594594595,163,91,13,163
72351B,17.8,195,52,12,213
72351a,1.4230769230769231,35,60,18,25
72369A,4.785714285714286,86,37,5,23
72484,44.34146341463415,798,2,11,487
72487,118.14285714285714,1772,83,9,1063
72529W,16.0,320,69,11,176
72529w,1.0,10,96,16,16
72586,17.446969696969695,226,54,13,226
72598,9.214814814814815,202,0,6,55
72606A,14.125,310,69,17,240
72708,8.8,193,44,18,158
72709,6.166666666666667,67,97,15,92
72715,6.769230769230769,121,46,8,54
72724,5.142857142857143,87,78,8,41
72728,14.28888888888889,228,25,6,85
72739B,23.176470588235293,301,13,7,162
72739C,20.375,550,53,15,305
72740A,7.222222222222222,86,70,18,130
72740B,1.0,15,45,18,18
72741,44.5972850678733,936,30,17,758
72750A,25.533333333333335,536,87,12,306
72750B,13.405405405405405,227,58,16,214
72750C,17.846153846153847,178,94,13,232
72750D,10.0,130,28,10,100
72751A,1.0,20,95,14,14
72751B,1.0,12,16,6,6
72751C,1.0,22,13,6,6
72752A,1.0,26,35,11,11
72752B,1.5,28,57,12,18
72753A,24.23076923076923,508,23,12,290
72753B,34.23076923076923,821,62,18,616
72753C,7.166666666666667,136,90,10,71
72753D,18.0,414,24,14,252
72754A,73.0,1606,58,12,876
72754B,24.285714285714285,340,31,18,437
72754D,1.0,15,81,19,19
72755C,45.53846153846154,500,17,5,227
72755D,44.416666666666664,1154,36,13,577
72756,167.16666666666666,2173,25,17,2841
72760B,5.96140350877193,137,8,16,95
72771B,29.25,555,98,5,146
72771C,13.5,162,63,17,229
72772,57.125,685,71,7,399
72779,3.4285714285714284,82,19,16,54
72780,12.536585365853659,188,53,13,162
72781,8.066666666666666,209,85,19,153
72783,4.777777777777778,100,82,15,71
72785A,2.0,58,29,9,18
72785B,3.0,60,52,13,39
72789,3.128205128205128,40,91,13,40
72793,5.5,82,98,10,55
72796A,2.2,22,62,15,33
72796B,2.25,65,10,5,11
72796C,1.0,25,30,14,14
72798C,1.8666666666666667,44,48,11,20
72799A,36.0,936,99,18,648
72799B,35.77777777777778,608,93,10,357
72799C,11.487804878048781,241,86,13,149
72799D,4.333333333333333,82,18,11,47
72799E,9.194029850746269,220,11,18,165
72799F,13.392857142857142,241,14,16,214
72800A,16.85,185,30,15,252
72800B,12.3125,172,42,16,197
72800C,8.91891891891892,133,36,17,151
72800D,8.08974358974359,129,78,8,64
72800E,6.974874371859296,69,28,11,76
72800F,16.11764705882353,257,25,6,96
72801C,13.882352941176471,402,1,10,138
72801D,10.054545454545455,211,83,19,191
72801E,36.61904761904762,915,14,10,366
72801F,15.6,390,3,6,93
72801G,21.688524590163933,433,85,18,390
72801c,2.2962962962962963,29,49,8,18
72801d,2.1458333333333335,47,37,12,25
72801e,1.75,28,22,12,21
72801g,3.3333333333333335,43,58,17,56
72802A,6.134228187919463,147,89,12,73
72802B,9.063953488372093,253,74,12,108
72802C,11.142857142857142,200,27,5,55
72802a,2.25,45,65,6,13
72802c,1.0,17,7,16,16
72803A,7.956043956043956,79,28,19,151
72803B,2.787878787878788,47,10,8,22
72803b,1.0,22,17,16,16
72805,3.3333333333333335,43,54,13,43
72807A,5.634146341463414,95,49,7,39
72807B,5.916201117318436,70,13,18,106
72807C,8.331932773109244,149,73,10,83
72807a,1.5,16,98,11,16
72807b,2.3636363636363638,26,8,12,28
72807c,2.3076923076923075,50,98,17,39
72811,20.227272727272727,485,10,11,222
72812,3.5,73,62,7,24
72814,6.82051282051282,88,75,10,68
72815,5.875,99,66,9,52
72816,14.608695652173912,262,52,19,277
72817,13.743362831858407,192,38,17,233
72818,29.925,867,77,16,478
72819,8.567901234567902,231,55,14,119
72821,4.357142857142857,87,27,8,34
75011,12.066666666666666,289,74,5,60
75013B,5.6521739130434785,101,38,18,101
75049L,60.467532467532465,1572,24,17,1027
75131,19.950819672131146,418,20,11,219
75149N,12.363636363636363,197,9,12,148
75172,9.7,184,42,6,58
75178,19.88,377,14,11,218
77079,5.333333333333333,117,82,10,53
77081,8.344827586206897,233,47,9,75
77101A,13.525,270,85,17,229
78026,6.0,132,20,8,48
78027,1.2,20,59,6,7
78033,5.066666666666666,86,95,14,70
78034B,1.6666666666666667,21,49,10,16
78056,1.5,36,22,9,13
78124,25.17241379310345,503,12,6,151
79000,43.380434782608695,867,68,14,607
79026B,2.15625,21,3,11,23
79029,19.758389261744966,513,91,10,197
79030A,6.576923076923077,157,77,16,105
79030D,18.017857142857142,522,71,19,342
79030G,19.455555555555556,291,8,19,369
79051A,18.392156862745097,441,34,15,275
79051a,1.0,18,20,13,13
79062D,13.0,299,57,15,195
79063C,16.785714285714285,453,17,14,235
79063D,18.9,491,96,9,170
79065A,4.0,108,71,13,52
79066K,7.134715025906735,99,80,13,92
79066k,1.625,47,42,17,27
79067,7.7272727272727275,224,94,5,38
79070b,1.0,18,97,9,9
79071B,2.2903225806451615,45,5,13,29
79072,5.163636363636364,51,85,11,56
79140,7.5,202,77,10,75
79144B,4.430379746835443,66,66,10,44
79144C,3.477272727272727,38,11,15,52
79149B,2.4166666666666665,58,99,11,26
79151B,5.5,126,11,5,27
79157B,1.6666666666666667,23,65,8,13
79157V,1.6666666666666667,25,1,17,28
79160,6.12987012987013,91,14,19,116
79161A,3.4,91,22,5,17
79163,32.732142857142854,752,28,10,327
79164,47.44155844155844,901,80,18,853
79172D,6.0,138,95,17,102
79190A,7.117117117117117,156,6,8,56
79190B,12.073170731707316,144,93,5,60
79190D,6.104761904761904,91,27,13,79
79191B,7.369230769230769,125,13,16,117
79191C,12.453846153846154,261,43,8,99
79191D,2.6538461538461537,58,29,16,42
79192A,3.4545454545454546,69,80,10,34
79301,1.0,21,31,17,17
79302M,6.638297872340425,66,69,11,73
79302m,1.0,26,87,12,12
79303A,2.0,50,5,16,32
79303B,10.9,218,26,17,185
79303D,4.875,107,81,15,73
79308B,72.0,1944,87,13,936
79315W,18.09090909090909,361,23,13,235
79320,8.60952380952381,180,33,12,103
79321,36.41609195402299,546,39,14,509
79323B,5.627906976744186,101,46,15,84
79323G,7.136363636363637,178,78,19,135
79323GR,9.5,123,74,16,152
79323LP,17.265060240963855,207,85,16,276
79323P,24.010526315789473,600,23,19,456
79323S,9.277777777777779,194,64,18,167
79323W,28.339622641509433,566,17,7,198
79328,34.94117647058823,489,43,16,559
79329,14.285714285714286,385,75,6,85
79331,6.666666666666667,186,56,9,60
79336,42.0,630,27,5,210
79337,56.857142857142854,1535,70,7,398
79338,42.53846153846154,638,22,5,212
79341,14.215686274509803,184,84,17,241
79342B,4.103448275862069,86,33,7,28
79342b,1.0,28,10,17,17
79403,6.545454545454546,72,85,8,52
79406,12.333333333333334,320,34,11,135
79413,5.0,100,92,16,80
79532,5.705882352941177,114,41,19,108
79534,7.25,181,27,16,116
81950B,6.75,74,81,9,60
81950V,3.5555555555555554,39,77,9,32
81952B,12.7,215,81,17,215
81952V,10.08695652173913,221,91,5,50
81953B,2.3333333333333335,44,23,12,28
81953P,5.5,93,7,17,93
81985A,3.2857142857142856,42,52,8,26
82001S,16.816091954022987,403,71,14,235
82001s,5.0,50,3,9,45
82011A,1.7878787878787878,35,90,6,10
82011B,1.9787234042553192,31,99,19,37
82011C,2.0153846153846153,52,4,16,32
82011E,2.0,58,96,17,34
82069,1.5454545454545454,41,48,5,7
82072,1.6666666666666667,35,97,13,21
82076,19.333333333333332,348,29,19,367
82081,9.157894736842104,128,71,6,54
82093,8.176470588235293,155,62,10,81
82095,2.272727272727273,29,46,5,11
82482,32.71566731141199,458,25,5,163
82483,10.815964523281597,205,56,13,140
82484,22.445205479452056,448,36,8,179
82486,9.399602385685885,178,97,13,122
82494L,29.03415559772296,493,6,15,435
82494l,6.19672131147541,68,39,9,55
82545A,2.8181818181818183,47,91,11,31
82551,13.592771084337349,339,38,5,67
82552,16.92214111922141,236,61,10,169
82553,4.384615384615385,52,91,12,52
82567,3.6575757575757577,76,77,18,65
82578,13.883374689826303,305,52,5,69
82580,24.62639405204461,541,3,13,320
82581,18.023605150214593,342,81,7,126
82582,17.764845605700714,230,24,5,88
82583,27.339702760084926,492,6,5,136
82585,4.96969696969697,54,27,17,84
82587,4.129032258064516,115,68,18,74
82597,7.9605263157894735,79,66,15,119
82599,9.076086956521738,145,94,10,90
82600,26.35135135135135,685,19,15,395
82605,2.552380952380952,30,82,10,25
82607A,6.375,184,10,5,31
82607C,3.9655172413793105,115,66,18,71
82607E,4.809523809523809,57,86,18,86
82613A,5.655172413793103,67,6,7,39
82613B,5.005586592178771,130,22,11,55
82613C,5.310344827586207,84,60,14,74
82613D,6.051020408163265,139,70,7,42
82613a,1.0,26,33,7,7
82613b,1.4,37,18,7,9
82613c,1.3,28,57,16,20
82615,8.686567164179104,251,8,11,95
82616A,7.181818181818182,208,47,8,57
82616B,5.771428571428571,155,81,8,46
82616C,5.745454545454545,74,40,7,40
84006,12.88888888888889,128,47,14,180
84007,4.757575757575758,128,44,15,71
84012,14.138461538461538,141,24,13,183
84016,22.31111111111111,490,77,6,133
84029C,10.2,295,24,8,81
84029D,4.25,123,18,12,51
84029E,31.915915915915917,606,38,10,319
84029G,18.9196675900277,378,78,18,340
84029c,1.0,18,79,11,11
84030B,1.6666666666666667,30,26,17,28
84030C,4.2,58,73,11,46
84030E,9.348017621145374,93,62,6,56
84030b,1.0,26,67,8,8
84030c,8.0,88,18,14,112
84030e,2.608695652173913,57,27,14,36
84031A,5.778947368421052,104,84,10,57
84031B,4.740112994350283,61,77,7,33
84031a,1.0,14,32,13,13
84031b,1.0,20,9,17,17
84032A,10.816053511705686,302,82,8,86
84032B,11.989051094890511,143,29,14,167
84033,9.116279069767442,191,21,17,154
84050,27.522346368715084,770,2,6,165
84051,13.814814814814815,386,81,10,138
84077,225.82765957446807,4968,74,5,1129
84078A,4.661157024793388,74,47,10,46
84081,5.882352941176471,141,1,17,100
84086B,2.0,32,75,16,32
84086C,4.068493150684931,69,53,14,56
84192,6.277777777777778,87,5,5,31
84199,9.233333333333333,212,39,18,166
84201B,4.875,63,92,12,58
84201C,3.3333333333333335,63,93,9,30
84205C,2.0,58,1,10,20
84206A,8.777777777777779,210,72,6,52
84206B,4.5,121,1,6,27
84206C,2.5,72,92,16,40
84212,117.50710900473933,2585,96,13,1527
84218,4.015384615384615,68,73,7,28
84219,6.523809523809524,117,97,10,65
84226,4.529411764705882,113,54,14,63
84227,10.181818181818182,285,71,9,91
84228,8.634146341463415,215,59,18,155
84231,5.609756097560975,89,96,16,89
84247C,3.6,82,5,8,28
84247E,5.371428571428571,123,18,14,75
84247G,15.204301075268818,197,95,6,91
84247H,2.1,50,26,12,25
84247J,1.25,15,0,14,17
84247K,2.8846153846153846,40,32,11,31
84247L,12.494505494505495,124,39,15,187
84247N,2.26,27,31,6,13
84249A,7.411764705882353,177,68,10,74
84249D,15.826923076923077,269,16,18,284
84250M,2.1538461538461537,28,7,12,25
84251B,6.510204081632653,71,56,11,71
84251C,6.175,117,41,19,117
84251F,7.25531914893617,94,97,5,36
84251G,6.051282051282051,72,8,9,54
84251J,4.933333333333334,54,86,6,29
84255A,1.0,26,34,10,10
84255B,4.333333333333333,125,70,11,47
84270,106.67906976744186,2346,78,18,1920
84279B,5.422818791946309,75,52,18,97
84279P,4.978260869565218,89,53,11,54
84288B,3.210526315789474,48,83,7,22
84292,3.3846153846153846,47,24,11,37
84292B,1.6,30,66,19,30
84306,1.7777777777777777,30,61,9,16
84311,11.0,176,54,12,132
84313A,2.0,32,45,19,38
84313B,3.289855072463768,49,23,16,52
84313C,8.430769230769231,244,97,12,101
84327A,11.022988505747126,132,45,11,121
84340,1.9090909090909092,53,21,10,19
84341B,19.522222222222222,468,10,6,117
84347,122.21400778210116,1588,47,10,1222
84352,2.4523809523809526,51,7,17,41
84356,6.6371681415929205,99,38,16,106
84358,4.172413793103448,116,34,19,79
84360,4.589743589743589,59,48,15,68
84366,1.0,24,45,13,13
84367,9.25,166,37,19,175
84371,6.0,84,7,6,36
84375,19.52319587628866,429,53,5,97
84378,24.143153526970956,651,36,15,362
84380,22.18550106609808,310,90,17,377
84387A,11.0,275,91,9,99
84388,3.5,98,39,15,52
84396,16.235294117647058,373,33,10,162
84402B,20.666666666666668,516,95,7,144
84402D,28.692307692307693,688,78,12,344
84405A,3.0714285714285716,39,16,11,33
84406B,17.39268292682927,278,32,6,104
84406b,2.0,50,46,16,32
84414B,8.666666666666666,147,51,11,95
84415A,4.5,117,79,19,85
84415B,3.4285714285714284,85,92,19,65
84422,21.72222222222222,412,8,5,108
84424A,2.3,43,32,13,29
84425A,2.0,22,59,17,34
84427B,3.4,61,92,11,37
84429A,2.7948717948717947,72,76,10,27
84437A,6.235294117647059,124,20,17,106
84447,4.6,87,57,6,27
84450A,10.4,270,84,7,72
84450B,4.483870967741935,58,68,5,22
84452,4.95,123,9,19,94
84454,6.642857142857143,192,5,14,93
84455,4.722222222222222,113,12,17,80
84456,2.466666666666667,34,64,9,22
84457,5.105263157894737,76,19,13,66
84458,7.294117647058823,189,56,17,124
84459A,8.2012987012987,82,45,10,82
84459B,10.243055555555555,286,7,9,92
84461,3.0,39,9,16,48
84462,7.6923076923076925,200,72,7,53
84464,9.11111111111111,164,66,9,82
84465,1.391304347826087,15,10,12,16
84466,25.632653061224488,435,11,16,410
84467,18.545454545454547,445,9,6,111
84469,23.714285714285715,379,24,9,213
84472,3.48,52,48,10,34
84482,2.6785714285714284,26,48,14,37
84493,228.4,5481,88,12,2740
84497,2.7714285714285714,44,10,12,33
84499,8.81081081081081,229,61,19,167
84507B,13.907216494845361,152,35,9,125
84507C,6.462686567164179,116,38,13,84
84508A,38.474747474747474,692,52,8,307
84508B,2.485294117647059,54,89,16,39
84508C,2.395348837209302,35,77,13,31
84509A,5.197952218430034,77,55,15,77
84509B,4.13375796178344,119,0,11,45
84509C,3.2209302325581395,93,55,10,32
84509E,5.193548387096774,62,3,8,41
84509F,67.82926829268293,1763,29,6,406
84509G,6.31496062992126,164,11,12,75
84509a,2.1320754716981134,44,34,10,21
84509b,1.25,31,76,16,20
84509c,1.9142857142857144,45,51,19,36
84509e,2.0,44,30,7,14
84509g,2.0,20,86,11,22
84510A,7.323170731707317,190,67,14,102
84510B,13.94047619047619,167,51,11,153
84510C,2.8842105263157896,69,79,10,28
84510E,5.285714285714286,68,6,6,31
84510F,31.4,408,21,12,376
84510a,1.9736842105263157,53,92,5,9
84510b,1.0,26,74,17,17
84510c,2.074074074074074,58,55,5,10
84510e,2.3333333333333335,46,96,10,23
84519A,7.5,217,57,9,67
84519B,5.1301775147929,61,92,13,66
84520B,24.47019867549669,415,63,17,415
84520D,17.048780487804876,392,11,16,272
84520b,15.714285714285714,157,6,11,172
84522,7.153846153846154,164,54,6,42
84526,16.8125,184,61,17,285
84527,3.6666666666666665,47,89,16,58
84529A,3.5714285714285716,100,72,11,39
84529B,2.6,39,97,19,49
84529C,2.689655172413793,26,76,7,18
84531A,5.787878787878788,150,54,5,28
84531B,5.705882352941177,97,35,15,85
84532B,2.0,56,88,12,24
84533B,2.5652173913043477,25,23,18,46
84534B,5.680555555555555,79,43,16,90
84534b,1.25,31,16,7,8
84535A,14.452380952380953,216,1,15,216
84535B,10.830645161290322,184,12,12,129
84536A,13.431216931216932,295,30,11,147
84536B,12.835164835164836,320,92,16,205
84536a,2.272727272727273,27,27,19,43
84536b,2.0,56,59,6,12
84537B,10.636363636363637,223,26,17,180
84539,5.0,125,14,18,90
84546,7.0,140,94,18,126
84548,3.6923076923076925,70,78,5,18
84549,4.6875,135,32,11,51
84550,3.0,39,19,17,51
84551,4.875,102,41,5,24
84555A,2.9375,32,11,10,29
84558A,8.506756756756756,238,72,17,144
84558a,1.6153846153846154,22,22,15,24
84559A,7.258241758241758,123,71,14,101
84559B,7.993333333333333,127,95,15,119
84559D,4.9,112,13,14,68
84559a,1.9655172413793103,23,90,12,23
84559b,1.6842105263157894,45,24,11,18
84559d,2.0,50,76,8,16
84562A,2.485294117647059,69,84,5,12
84562B,1.6666666666666667,46,30,5,8
84563A,2.482142857142857,67,53,8,19
84563B,2.5098039215686274,72,4,9,22
84564,1.9090909090909092,47,12,16,30
84567,9.0,153,27,11,99
84568,166.2152466367713,1662,42,18,2991
84569A,5.793814432989691,150,88,8,46
84569B,6.367647058823529,133,98,14,89
84569C,5.32051282051282,106,46,18,95
84569D,7.153846153846154,100,70,16,114
84570B,2.0,42,37,5,10
84572,1.0,26,95,15,15
84575A,1.8461538461538463,27,66,14,25
84575B,1.3333333333333333,13,61,11,14
84576,3.310344827586207,46,38,6,19
84578,3.46875,79,36,17,58
84580,3.802158273381295,53,85,15,57
84581,2.6082474226804124,26,7,6,15
84582,1.75,47,80,12,21
84584,4.0285714285714285,100,51,16,64
84586L,1.875,33,90,14,26
84592,3.6808510638297873,103,32,14,51
84593,3.5714285714285716,50,80,14,50
84595B,14.375,158,41,9,129
84595E,8.534883720930232,204,75,14,119
84596B,16.904891304347824,270,26,6,101
84596E,8.41044776119403,109,7,9,75
84596F,13.563218390804598,135,22,12,162
84596G,9.048780487804878,199,63,10,90
84596I,7.2,208,92,7,50
84596J,7.363636363636363,117,19,12,88
84596K,6.028169014084507,144,15,19,114
84596L,8.677966101694915,199,16,18,156
84596b,2.0,56,79,13,26
84596e,1.8,52,18,9,16
84596f,1.5833333333333333,42,7,17,26
84596g,2.5,47,37,6,15
84596j,1.0,18,37,6,6
84596l,1.0,17,52,11,11
84597B,7.884615384615385,149,92,5,39
84597C,8.666666666666666,225,99,14,121
84598,116.71348314606742,1283,89,16,1867
84599,3.0,45,30,6,18
84600,2.204081632653061,30,43,14,30
